product_name,category,price,stock,daily_sales,lead_time,demand
Laptop,Electronics,32625,121,6,10,59
Keyboard,Electronics,4076,212,27,5,139
Chair,Furniture,30483,221,28,13,367
Headphones,Electronics,43226,257,14,14,195
Monitor,Electronics,1024,55,14,2,27
Shampoo,Personal Care,38731,233,20,4,76
Mouse,Electronics,10787,16,21,4,86
Headphones,Electronics,43339,216,28,1,23
Phone,Electronics,31461,217,29,3,85
Notebook,Stationery,11655,58,12,14,169
Mouse,Electronics,34081,119,21,3,63
Phone,Electronics,7941,30,27,2,57
Printer,Electronics,32863,208,23,12,271
Sugar,Grocery,22393,230,13,3,37
Headphones,Electronics,41504,78,17,15,254
Keyboard,Electronics,41967,6,22,9,199
Laptop,Electronics,42057,227,13,7,96
Mouse,Electronics,32499,153,28,8,226
Soap,Personal Care,3479,28,27,7,190
Headphones,Electronics,18379,257,14,8,114
Notebook,Stationery,49509,274,20,13,255
Phone,Electronics,42347,265,28,2,59
Milk,Grocery,135,241,25,5,129
Headphones,Electronics,1433,72,7,8,61
Milk,Grocery,42384,178,26,9,234
Sugar,Grocery,40430,47,23,12,274
Laptop,Electronics,34567,83,20,3,61
Table,Furniture,31114,16,24,3,73
Milk,Grocery,12887,173,24,7,172
Rice,Grocery,389,60,23,3,64
Shampoo,Personal Care,30133,22,17,7,115
Printer,Electronics,17269,92,20,11,216
Shoes,Fashion,10252,265,1,4,1
Rice,Grocery,12423,203,22,1,20
Monitor,Electronics,27934,141,5,11,60
Shoes,Fashion,7199,59,12,15,181
Oil,Grocery,30010,142,15,14,207
Keyboard,Electronics,41109,247,14,4,61
Bottle,Accessories,41638,132,27,11,293
Keyboard,Electronics,48914,108,15,4,59
Pen,Stationery,11690,189,15,8,116
Sugar,Grocery,39674,77,16,9,141
Phone,Electronics,3025,244,18,5,89
Oil,Grocery,24760,288,30,11,327
Bag,Fashion,6293,143,17,14,236
Oil,Grocery,35252,134,7,4,33
Printer,Electronics,4565,136,29,1,30
Phone,Electronics,22848,76,7,7,53
Soap,Personal Care,34061,118,22,2,46
Bottle,Accessories,30346,16,18,3,51
Shampoo,Personal Care,33023,2,18,10,181
Printer,Electronics,21554,88,13,15,200
Rice,Grocery,34082,81,1,12,7
Notebook,Stationery,48468,209,27,13,355
Bottle,Accessories,43563,293,13,13,170
Printer,Electronics,12120,60,6,4,20
Oil,Grocery,11006,85,5,1,0
Mouse,Electronics,28412,146,15,7,101
Bag,Fashion,1383,241,19,1,17
Keyboard,Electronics,8546,32,4,2,8
Laptop,Electronics,2506,165,20,13,265
Shampoo,Personal Care,44094,150,1,5,10
Chair,Furniture,4086,228,18,15,265
Notebook,Stationery,25737,181,11,15,169
Chair,Furniture,18654,275,19,5,99
Oil,Grocery,22690,213,24,3,73
Oil,Grocery,8729,296,6,11,63
Chair,Furniture,34957,241,1,9,13
Rice,Grocery,22691,268,12,14,163
Sugar,Grocery,3011,241,4,5,18
Notebook,Stationery,28821,37,15,10,146
Pen,Stationery,43931,24,23,12,279
Shampoo,Personal Care,5110,223,7,9,66
Mouse,Electronics,20852,256,20,5,101
Monitor,Electronics,21475,156,3,7,26
Sugar,Grocery,28349,72,4,9,34
Laptop,Electronics,30379,30,27,13,348
Shampoo,Personal Care,16413,236,9,12,104
Soap,Personal Care,21090,79,12,11,136
Sugar,Grocery,47688,62,3,10,30
Chair,Furniture,6666,166,16,6,94
Shampoo,Personal Care,19839,273,4,5,16
Table,Furniture,5949,62,16,2,32
Printer,Electronics,35904,157,18,11,198
Phone,Electronics,48102,151,10,10,100
Notebook,Stationery,36001,261,6,9,49
Phone,Electronics,13552,169,8,9,73
Laptop,Electronics,33959,271,16,15,244
Table,Furniture,26526,55,18,5,91
Laptop,Electronics,48332,260,18,7,130
Headphones,Electronics,12162,268,9,10,90
Bag,Fashion,39412,193,6,14,82
Notebook,Stationery,9617,264,7,3,26
Bag,Fashion,31976,101,16,1,20
Bag,Fashion,22198,52,22,6,128
Shoes,Fashion,34232,79,23,8,185
Soap,Personal Care,13027,182,13,14,187
Shampoo,Personal Care,32821,290,14,10,135
Shoes,Fashion,32549,297,25,6,152
Oil,Grocery,42145,88,11,6,61
Rice,Grocery,6171,122,15,10,146
Oil,Grocery,31087,221,24,1,29
Headphones,Electronics,43738,284,6,5,26
Chair,Furniture,13013,193,2,6,7
Shoes,Fashion,12013,206,7,5,33
Sugar,Grocery,5160,264,8,15,120
Laptop,Electronics,39969,160,12,7,87
Soap,Personal Care,26073,119,12,8,92
Keyboard,Electronics,38318,67,16,1,21
Table,Furniture,30657,286,16,4,66
Sugar,Grocery,40735,48,26,6,151
Soap,Personal Care,18517,115,12,3,41
Sugar,Grocery,6676,45,18,12,219
Shampoo,Personal Care,22292,229,28,14,391
Monitor,Electronics,26534,107,12,1,12
Table,Furniture,31600,145,9,12,103
Sugar,Grocery,41222,188,13,8,99
Monitor,Electronics,32320,217,7,9,65
Phone,Electronics,46143,188,25,10,255
Printer,Electronics,48882,246,10,8,77
Monitor,Electronics,9911,275,13,6,77
Soap,Personal Care,28305,34,25,3,77
Shampoo,Personal Care,13311,37,21,1,25
Notebook,Stationery,28902,95,27,4,104
Printer,Electronics,10833,42,17,4,67
Chair,Furniture,297,227,12,10,120
Pen,Stationery,37057,203,27,8,220
Table,Furniture,3000,22,8,10,78
Milk,Grocery,34761,19,13,14,182
Rice,Grocery,12363,237,10,2,23
Printer,Electronics,23196,5,23,4,91
Shampoo,Personal Care,35296,160,7,3,25
Sugar,Grocery,4926,70,8,4,32
Headphones,Electronics,20831,113,29,8,235
Keyboard,Electronics,49837,129,3,3,9
Milk,Grocery,29431,170,18,14,252
Bag,Fashion,8696,260,29,9,266
Bottle,Accessories,9610,166,3,7,16
Monitor,Electronics,26316,145,25,15,375
Pen,Stationery,21906,179,8,5,40
Rice,Grocery,20568,137,1,11,7
Pen,Stationery,24440,71,27,11,294
Sugar,Grocery,45225,167,4,14,59
Pen,Stationery,18916,85,25,6,149
Milk,Grocery,41593,188,20,15,296
Monitor,Electronics,49481,56,22,14,305
Shoes,Fashion,41119,109,29,7,203
Oil,Grocery,10189,192,11,14,156
Shampoo,Personal Care,14329,186,27,7,191
Chair,Furniture,33099,19,22,7,156
Milk,Grocery,42649,268,22,9,203
Headphones,Electronics,25347,289,4,2,6
Sugar,Grocery,6662,193,3,14,40
Sugar,Grocery,12550,151,2,12,29
Rice,Grocery,6533,225,23,7,161
Keyboard,Electronics,44184,66,18,13,237
Shoes,Fashion,47957,208,5,6,31
Pen,Stationery,24967,64,7,10,71
Printer,Electronics,29251,75,15,14,210
Bottle,Accessories,37232,250,21,15,313
Printer,Electronics,8887,157,28,7,191
Bottle,Accessories,37799,30,7,15,109
Laptop,Electronics,45377,238,8,12,98
Chair,Furniture,3481,101,5,8,37
Table,Furniture,2512,112,11,3,35
Laptop,Electronics,36101,202,25,5,120
Bottle,Accessories,26987,22,8,13,101
Notebook,Stationery,31546,235,9,12,103
Headphones,Electronics,32812,97,30,10,297
Oil,Grocery,10509,279,3,5,12
Mouse,Electronics,5038,113,19,6,118
Chair,Furniture,10277,241,17,10,173
Bottle,Accessories,25862,22,28,4,114
Monitor,Electronics,1016,178,12,11,137
Table,Furniture,10868,36,4,10,36
Notebook,Stationery,38063,121,29,14,409
Shampoo,Personal Care,35625,238,30,15,447
Pen,Stationery,49954,83,2,7,11
Chair,Furniture,10026,162,23,10,228
Rice,Grocery,21647,137,4,4,13
Soap,Personal Care,28977,169,14,9,121
Bag,Fashion,48096,202,24,14,331
Bag,Fashion,4064,174,22,5,111
Laptop,Electronics,49830,197,21,3,63
Bottle,Accessories,3655,132,5,6,29
Shoes,Fashion,23154,73,8,9,76
Shoes,Fashion,9977,121,26,3,82
Chair,Furniture,21308,292,8,5,36
Mouse,Electronics,12069,43,19,7,130
Sugar,Grocery,28141,78,21,7,145
Table,Furniture,16918,297,10,2,22
Bag,Fashion,23027,149,26,8,212
Bottle,Accessories,22252,244,24,14,331
Shampoo,Personal Care,41340,13,14,1,13
Sugar,Grocery,9748,19,18,15,273
Mouse,Electronics,12935,100,16,12,188
Keyboard,Electronics,31212,171,13,11,139
Shoes,Fashion,10822,117,2,4,4
Oil,Grocery,12712,143,14,11,152
Milk,Grocery,25884,265,24,5,122
Printer,Electronics,28628,255,29,1,28
Rice,Grocery,22078,41,30,2,58
Oil,Grocery,5475,129,30,3,90
Soap,Personal Care,21964,60,5,13,62
Chair,Furniture,19644,93,21,8,173
Bottle,Accessories,403,141,19,7,138
Bag,Fashion,18242,177,1,11,11
Shoes,Fashion,35957,73,2,11,24
Shoes,Fashion,19705,183,21,7,142
Headphones,Electronics,8954,151,18,10,177
Rice,Grocery,33597,0,2,8,11
Soap,Personal Care,36713,115,1,12,12
Pen,Stationery,29392,17,10,13,126
Soap,Personal Care,5157,157,8,8,63
Notebook,Stationery,42447,105,22,14,309
Notebook,Stationery,45479,219,6,2,14
Printer,Electronics,28388,203,30,15,454
Notebook,Stationery,36754,299,22,3,63
Phone,Electronics,37454,238,9,13,116
Shampoo,Personal Care,14242,97,9,4,40
Oil,Grocery,742,44,4,14,59
Pen,Stationery,21987,160,1,15,15
Bottle,Accessories,37073,15,23,13,300
Monitor,Electronics,47822,157,12,9,107
Sugar,Grocery,15272,4,24,11,260
Keyboard,Electronics,8914,183,9,15,137
Shoes,Fashion,40134,189,29,11,314
Laptop,Electronics,48071,211,26,9,237
Monitor,Electronics,3662,257,21,10,207
Keyboard,Electronics,339,142,6,12,67
Laptop,Electronics,3650,202,18,1,16
Shampoo,Personal Care,14701,3,8,8,62
Soap,Personal Care,16923,104,21,10,212
Milk,Grocery,40932,163,25,15,379
Shoes,Fashion,26206,115,13,2,22
Notebook,Stationery,11020,282,13,3,43
Printer,Electronics,40064,58,12,9,113
Soap,Personal Care,44264,259,23,2,48
Phone,Electronics,16880,89,4,3,12
Sugar,Grocery,5041,98,18,3,57
Laptop,Electronics,38783,166,11,15,168
Mouse,Electronics,24765,148,18,7,122
Keyboard,Electronics,2302,158,27,7,191
Oil,Grocery,15438,0,28,13,361
Pen,Stationery,8984,111,19,2,42
Printer,Electronics,49154,122,30,8,241
Milk,Grocery,16324,41,5,4,25
Printer,Electronics,10887,289,25,13,327
Chair,Furniture,2399,139,2,15,30
Oil,Grocery,38035,58,29,5,141
Phone,Electronics,36118,31,7,11,77
Chair,Furniture,34464,192,21,8,164
Bag,Fashion,8443,212,27,10,266
Soap,Personal Care,39843,215,19,10,185
Soap,Personal Care,37964,211,4,1,9
Shampoo,Personal Care,43842,219,2,14,27
Shampoo,Personal Care,35000,45,8,14,112
Headphones,Electronics,16829,141,15,10,150
Pen,Stationery,23634,227,27,4,105
Keyboard,Electronics,34497,141,16,2,31
Oil,Grocery,19643,29,4,4,19
Milk,Grocery,18144,207,18,15,270
Phone,Electronics,8361,31,10,6,58
Phone,Electronics,9953,183,30,8,235
Oil,Grocery,27287,215,15,4,65
Monitor,Electronics,5569,91,10,1,12
Rice,Grocery,28359,156,9,4,32
Sugar,Grocery,28574,227,18,8,140
Table,Furniture,29364,259,15,4,60
Mouse,Electronics,44721,130,29,15,430
Laptop,Electronics,172,230,21,1,23
Sugar,Grocery,16792,1,15,4,62
Mouse,Electronics,44949,112,13,5,62
Monitor,Electronics,12055,51,3,13,41
Notebook,Stationery,14560,148,25,10,253
Shampoo,Personal Care,21545,260,25,10,254
Chair,Furniture,47713,114,24,6,139
Chair,Furniture,12722,24,20,14,282
Rice,Grocery,47207,15,13,2,21
Table,Furniture,20471,205,28,6,173
Notebook,Stationery,22813,31,11,7,80
Headphones,Electronics,37575,38,14,4,54
Table,Furniture,37541,94,9,1,7
Rice,Grocery,21699,248,19,12,232
Mouse,Electronics,25268,0,24,6,147
Notebook,Stationery,12818,6,16,13,213
Chair,Furniture,39628,243,4,13,56
Headphones,Electronics,10811,140,19,12,224
Printer,Electronics,15451,9,6,9,50
Shoes,Fashion,41434,45,27,3,83
Shoes,Fashion,29916,232,13,1,18
Bottle,Accessories,26635,160,15,6,93
Headphones,Electronics,12257,7,1,9,12
Milk,Grocery,26180,190,13,1,16
Printer,Electronics,14546,195,14,11,157
Phone,Electronics,15689,233,28,1,31
Laptop,Electronics,5092,140,18,10,180
Milk,Grocery,18527,147,9,6,59
Headphones,Electronics,47372,82,3,9,25
Table,Furniture,32493,251,20,4,75
Rice,Grocery,9944,126,23,14,318
Shoes,Fashion,26436,138,28,2,52
Mouse,Electronics,17293,60,18,1,15
Headphones,Electronics,28074,103,24,6,149
Chair,Furniture,19742,149,14,10,140
Oil,Grocery,8689,88,7,5,34
Oil,Grocery,47389,20,5,11,55
Oil,Grocery,22497,175,13,4,55
Milk,Grocery,41012,99,12,1,8
Milk,Grocery,46860,257,22,6,127
Shampoo,Personal Care,11533,293,5,11,57
Printer,Electronics,43752,238,23,5,113
Pen,Stationery,41654,226,29,15,435
Shampoo,Personal Care,43459,39,30,13,386
Oil,Grocery,6973,80,4,4,11
Monitor,Electronics,22801,206,4,15,61
Shoes,Fashion,30233,59,16,5,81
Table,Furniture,24655,219,11,11,116
Printer,Electronics,4927,104,6,11,64
Shoes,Fashion,9911,251,18,8,142
Mouse,Electronics,16808,273,5,9,50
Oil,Grocery,37263,134,25,5,130
Monitor,Electronics,9091,182,19,8,154
Printer,Electronics,1078,169,7,1,2
Table,Furniture,14489,175,6,7,38
Mouse,Electronics,14474,295,10,4,35
Oil,Grocery,43353,261,23,4,95
Bottle,Accessories,22915,95,21,13,269
Sugar,Grocery,49236,194,1,7,3
Pen,Stationery,42224,217,5,2,6
Printer,Electronics,26306,148,21,7,151
Shoes,Fashion,22052,205,12,8,91
Monitor,Electronics,24084,111,24,13,317
Bag,Fashion,45178,48,9,5,49
Printer,Electronics,3774,88,12,9,108
Pen,Stationery,48871,124,14,13,179
Keyboard,Electronics,23564,76,5,4,18
Sugar,Grocery,44444,31,9,12,109
Soap,Personal Care,24886,180,9,9,77
Pen,Stationery,39286,180,17,6,102
Table,Furniture,37111,99,5,4,20
Monitor,Electronics,20791,142,12,2,24
Bottle,Accessories,34363,4,14,11,150
Milk,Grocery,23659,274,22,10,218
Printer,Electronics,1806,127,15,5,72
Printer,Electronics,40411,175,18,5,85
Printer,Electronics,22818,31,3,1,5
Headphones,Electronics,29103,191,4,8,36
Oil,Grocery,35124,225,12,4,48
Notebook,Stationery,24439,136,3,6,19
Pen,Stationery,15185,294,2,8,17
Phone,Electronics,1271,46,10,12,125
Bottle,Accessories,40282,254,24,8,192
Shoes,Fashion,10329,183,28,8,228
Printer,Electronics,36555,156,3,8,21
Shoes,Fashion,13287,167,12,10,124
Milk,Grocery,48360,134,15,14,208
Shampoo,Personal Care,13768,179,21,6,123
Headphones,Electronics,18153,223,20,3,65
Printer,Electronics,44313,55,28,12,336
Monitor,Electronics,48588,61,7,11,82
Pen,Stationery,47284,299,21,7,145
Chair,Furniture,27427,41,7,14,96
Phone,Electronics,28518,162,29,3,83
Mouse,Electronics,12159,172,3,14,37
Table,Furniture,35481,46,19,3,62
Phone,Electronics,49079,51,24,14,334
Milk,Grocery,16476,76,11,1,12
Shampoo,Personal Care,39599,113,19,6,110
Pen,Stationery,18274,213,10,13,130
Rice,Grocery,47595,281,5,8,36
Chair,Furniture,968,237,27,10,275
Phone,Electronics,30741,16,22,12,266
Laptop,Electronics,4702,253,26,9,235
Printer,Electronics,24645,284,22,1,24
Oil,Grocery,49212,105,21,15,313
Shoes,Fashion,9033,3,13,1,12
Phone,Electronics,43969,21,2,13,30
Rice,Grocery,12186,254,17,14,238
Table,Furniture,42911,37,17,8,140
Monitor,Electronics,8852,91,30,12,357
Bottle,Accessories,45948,69,24,2,45
Rice,Grocery,14351,201,13,5,60
Headphones,Electronics,12460,153,17,7,120
Table,Furniture,9359,122,17,7,119
Mouse,Electronics,45270,136,9,11,100
Notebook,Stationery,1579,63,10,5,48
Milk,Grocery,18613,267,2,15,25
Laptop,Electronics,49820,258,27,4,109
Bag,Fashion,49501,237,21,10,215
Shoes,Fashion,48638,280,21,1,23
Headphones,Electronics,14192,144,27,11,302
Sugar,Grocery,26492,240,5,11,50
Soap,Personal Care,31110,261,20,13,261
Phone,Electronics,6305,46,15,2,32
Headphones,Electronics,42006,269,4,9,31
Printer,Electronics,19695,183,8,15,124
Printer,Electronics,41459,267,22,3,67
Bottle,Accessories,24311,214,12,10,117
Notebook,Stationery,41215,119,29,14,408
Shoes,Fashion,27074,152,16,15,238
Mouse,Electronics,36014,94,28,7,195
Printer,Electronics,21700,275,23,11,250
Table,Furniture,41359,120,11,2,17
Monitor,Electronics,40110,33,4,6,29
Rice,Grocery,24466,11,16,13,204
Printer,Electronics,20566,192,8,8,59
Rice,Grocery,46019,195,18,6,111
Shampoo,Personal Care,3617,33,5,1,2
Mouse,Electronics,37921,288,20,4,78
Mouse,Electronics,34361,57,14,8,108
Bottle,Accessories,44305,52,12,7,82
Keyboard,Electronics,5836,227,26,9,237
Keyboard,Electronics,32132,82,8,14,108
Bottle,Accessories,15189,29,4,3,15
Keyboard,Electronics,46089,267,11,10,113
Notebook,Stationery,894,145,12,9,103
Phone,Electronics,29082,64,19,4,81
Phone,Electronics,3436,2,2,6,13
Table,Furniture,15842,271,11,6,71
Shoes,Fashion,3055,94,4,7,28
Mouse,Electronics,27702,205,26,6,153
Headphones,Electronics,32004,99,5,2,8
Table,Furniture,30175,252,20,8,161
Mouse,Electronics,41678,187,11,1,15
Printer,Electronics,15293,86,20,5,98
Milk,Grocery,24342,123,19,6,112
Phone,Electronics,36954,266,23,4,95
Headphones,Electronics,7208,95,5,9,47
Rice,Grocery,46179,221,24,12,293
Shoes,Fashion,43335,73,9,14,125
Chair,Furniture,19251,12,19,15,284
Notebook,Stationery,36851,12,15,14,213
Monitor,Electronics,33849,300,14,10,140
Mouse,Electronics,22345,8,24,9,213
Oil,Grocery,36879,256,27,15,409
Milk,Grocery,23312,235,13,1,11
Bag,Fashion,16353,158,28,1,27
Shoes,Fashion,10864,40,29,14,401
Pen,Stationery,20542,102,2,6,11
Monitor,Electronics,14846,70,29,6,178
Headphones,Electronics,19423,140,17,6,106
Bag,Fashion,34818,113,15,7,101
Headphones,Electronics,18200,206,10,1,13
Phone,Electronics,38467,232,13,7,91
Chair,Furniture,37863,213,5,12,64
Pen,Stationery,20556,293,19,8,149
Soap,Personal Care,31332,199,12,15,179
Bottle,Accessories,40197,141,5,10,51
Sugar,Grocery,6326,126,29,14,404
Oil,Grocery,24347,4,5,13,63
Soap,Personal Care,22375,247,25,2,45
Milk,Grocery,28193,248,22,13,291
Pen,Stationery,14357,41,16,12,194
Shoes,Fashion,1627,50,18,6,107
Chair,Furniture,12802,226,7,6,42
Oil,Grocery,24612,277,11,11,117
Shampoo,Personal Care,3389,210,26,6,154
Mouse,Electronics,4131,153,17,3,49
Soap,Personal Care,15303,230,8,6,43
Pen,Stationery,37486,99,4,13,54
Table,Furniture,13994,199,24,8,194
Mouse,Electronics,35877,277,25,9,224
Chair,Furniture,40210,118,10,2,19
Phone,Electronics,13080,88,2,6,7
Soap,Personal Care,32357,236,25,4,98
Shoes,Fashion,25335,65,9,15,137
Bag,Fashion,7905,39,8,13,103
Oil,Grocery,9985,170,10,13,132
Shampoo,Personal Care,24380,112,23,8,185
Mouse,Electronics,22251,282,24,14,337
Notebook,Stationery,30555,250,28,13,363
Pen,Stationery,21977,101,28,13,361
Keyboard,Electronics,5691,4,8,4,29
Table,Furniture,6142,239,7,9,64
Shampoo,Personal Care,29615,178,12,7,84
Notebook,Stationery,22416,80,22,1,21
Oil,Grocery,32416,102,27,2,53
Rice,Grocery,2057,57,30,6,180
Laptop,Electronics,27912,139,24,2,45
Monitor,Electronics,38596,22,4,6,29
Shampoo,Personal Care,25529,94,27,14,381
Bottle,Accessories,16643,159,7,9,58
Monitor,Electronics,25569,167,30,12,355
Bag,Fashion,33769,52,27,2,54
Printer,Electronics,30230,188,5,8,36
Milk,Grocery,21472,163,23,9,208
Bottle,Accessories,39982,169,8,2,19
Laptop,Electronics,5273,60,9,12,112
Monitor,Electronics,28307,63,3,2,2
Sugar,Grocery,15852,238,22,2,48
Soap,Personal Care,16798,61,26,4,103
Table,Furniture,38744,135,24,5,120
Phone,Electronics,7454,103,23,2,43
Monitor,Electronics,39945,178,15,15,230
Soap,Personal Care,37782,120,13,1,9
Notebook,Stationery,7359,46,11,9,97
Notebook,Stationery,42308,207,18,13,231
Chair,Furniture,19362,28,6,9,50
Milk,Grocery,1002,105,23,10,231
Monitor,Electronics,45424,48,8,11,88
Laptop,Electronics,19723,155,2,13,29
Bag,Fashion,49260,198,30,10,299
Chair,Furniture,22479,107,29,9,259
Printer,Electronics,2517,219,1,1,0
Milk,Grocery,10112,130,6,4,22
Table,Furniture,39505,132,23,15,349
Oil,Grocery,27419,30,28,11,312
Phone,Electronics,45383,293,30,15,454
Table,Furniture,10326,71,21,11,226
Bottle,Accessories,9424,14,28,4,110
Oil,Grocery,13252,178,7,9,59
Shoes,Fashion,398,190,13,9,113
Milk,Grocery,6746,143,8,15,123
Bag,Fashion,15251,220,9,12,108
Shampoo,Personal Care,7982,59,30,9,266
Notebook,Stationery,25105,267,11,5,60
Bag,Fashion,5440,189,26,2,55
Oil,Grocery,16836,0,20,10,202
Shampoo,Personal Care,11276,290,24,3,67
Laptop,Electronics,46973,283,23,8,186
Keyboard,Electronics,22899,167,29,13,380
Keyboard,Electronics,25759,284,29,7,206
Mouse,Electronics,43450,267,17,3,50
Shampoo,Personal Care,21533,261,3,1,0
Mouse,Electronics,37822,18,19,11,207
Headphones,Electronics,16658,279,12,9,105
Milk,Grocery,152,278,20,13,259
Chair,Furniture,21691,20,29,6,173
Soap,Personal Care,19213,285,29,2,56
Shampoo,Personal Care,12496,55,23,6,137
Bottle,Accessories,44856,249,16,10,161
Chair,Furniture,5555,118,6,2,12
Sugar,Grocery,10012,238,9,1,7
Rice,Grocery,27573,181,15,7,103
Oil,Grocery,29975,232,20,3,60
Laptop,Electronics,24308,294,15,12,175
Soap,Personal Care,41770,77,24,4,93
Printer,Electronics,36506,298,6,8,46
Notebook,Stationery,10539,230,30,5,152
Keyboard,Electronics,49708,107,17,7,115
Milk,Grocery,18371,116,19,13,252
Sugar,Grocery,36677,278,30,9,265
Printer,Electronics,10128,136,28,10,282
Laptop,Electronics,27066,156,29,10,290
Chair,Furniture,49354,162,16,5,80
Keyboard,Electronics,40192,217,24,13,307
Phone,Electronics,4384,103,7,3,24
Shoes,Fashion,3843,138,4,5,17
Chair,Furniture,19860,142,5,6,34
Chair,Furniture,19933,61,26,4,108
Keyboard,Electronics,34782,199,26,4,107
Notebook,Stationery,36518,216,4,1,3
Mouse,Electronics,22381,67,2,6,16
Chair,Furniture,16354,69,12,4,53
Oil,Grocery,35321,27,12,7,82
Shampoo,Personal Care,41617,90,3,15,49
Shoes,Fashion,20489,4,8,8,61
Notebook,Stationery,2239,214,24,2,47
Mouse,Electronics,24493,88,11,15,170
Printer,Electronics,20876,292,30,5,152
Phone,Electronics,18705,67,1,13,12
Headphones,Electronics,24249,263,8,14,110
Soap,Personal Care,376,233,16,5,80
Monitor,Electronics,32344,122,3,14,42
Chair,Furniture,27129,77,24,11,265
Milk,Grocery,43169,50,21,14,290
Chair,Furniture,8950,263,22,2,48
Bag,Fashion,4823,290,17,9,155
Milk,Grocery,39875,76,8,13,102
Sugar,Grocery,34774,227,8,6,49
Notebook,Stationery,35537,178,15,7,106
Bag,Fashion,41611,274,22,5,109
Pen,Stationery,14851,106,27,3,80
Milk,Grocery,24093,212,4,15,57
Laptop,Electronics,39955,206,11,15,161
Monitor,Electronics,3934,139,16,5,75
Printer,Electronics,2390,79,18,8,149
Chair,Furniture,7010,128,23,11,258
Keyboard,Electronics,7194,18,8,11,87
Chair,Furniture,5662,298,21,7,146
Chair,Furniture,11293,138,7,1,11
Oil,Grocery,34107,273,15,10,150
Bag,Fashion,30362,229,18,10,184
Phone,Electronics,8863,95,21,7,142
Laptop,Electronics,36462,124,12,6,67
Notebook,Stationery,16731,111,29,14,401
Laptop,Electronics,21853,238,27,4,104
Printer,Electronics,8644,0,16,14,220
Milk,Grocery,28010,251,15,9,133
Notebook,Stationery,48206,178,22,7,153
Sugar,Grocery,35830,132,21,4,85
Headphones,Electronics,11292,279,5,9,47
Laptop,Electronics,31228,212,7,9,66
Milk,Grocery,716,167,26,2,49
Notebook,Stationery,35495,242,11,10,105
Shoes,Fashion,4258,232,21,9,192
Printer,Electronics,1651,115,12,12,139
Bottle,Accessories,24324,129,30,8,239
Phone,Electronics,3555,89,26,14,361
Oil,Grocery,7076,202,3,9,29
Mouse,Electronics,14177,244,25,9,221
Phone,Electronics,36356,258,7,10,73
Milk,Grocery,1021,11,17,4,69
Mouse,Electronics,34437,266,17,8,134
Mouse,Electronics,34177,23,21,5,104
Pen,Stationery,48053,147,14,15,205
Printer,Electronics,4172,127,7,3,25
Shoes,Fashion,49880,194,24,4,97
Oil,Grocery,46728,121,10,6,65
Sugar,Grocery,7076,121,18,1,20
Bottle,Accessories,8989,132,19,10,192
Notebook,Stationery,35090,293,30,7,212
Chair,Furniture,36537,174,29,14,405
Shoes,Fashion,43264,122,10,2,25
Pen,Stationery,30821,139,11,11,117
Bottle,Accessories,40605,101,27,13,347
Oil,Grocery,46627,64,10,9,94
Notebook,Stationery,22423,16,16,9,145
Bottle,Accessories,14080,10,11,5,57
Bottle,Accessories,33506,171,30,13,386
Monitor,Electronics,38824,109,15,6,95
Notebook,Stationery,13397,104,9,7,58
Phone,Electronics,47123,247,22,11,241
Milk,Grocery,25691,10,27,3,84
Laptop,Electronics,18765,176,11,9,95
Milk,Grocery,26654,277,20,9,175
Soap,Personal Care,44431,137,20,9,182
Pen,Stationery,48628,260,26,11,286
Shoes,Fashion,23304,57,29,15,430
Chair,Furniture,362,290,23,13,299
Bag,Fashion,13987,110,29,8,228
Mouse,Electronics,46572,239,20,6,118
Milk,Grocery,22365,130,30,4,125
Printer,Electronics,10011,71,3,6,13
Table,Furniture,11187,207,5,12,64
Pen,Stationery,15858,109,20,12,239
Milk,Grocery,30232,100,15,7,105
Monitor,Electronics,12737,93,14,7,94
Notebook,Stationery,45298,179,26,15,393
Soap,Personal Care,4715,199,18,14,254
Mouse,Electronics,3320,145,14,9,121
Shoes,Fashion,7686,76,11,2,22
Mouse,Electronics,38600,6,7,4,28
Table,Furniture,48113,289,5,10,52
Sugar,Grocery,35614,153,9,15,138
Soap,Personal Care,3932,158,17,10,166
Oil,Grocery,2272,158,28,5,140
Pen,Stationery,21478,258,14,15,211
Milk,Grocery,36506,297,1,10,14
Table,Furniture,25266,75,11,15,170
Milk,Grocery,932,265,10,14,144
Table,Furniture,21471,222,17,5,83
Headphones,Electronics,46246,13,30,12,360
Monitor,Electronics,7447,18,16,13,213
Table,Furniture,29975,6,27,5,135
Monitor,Electronics,24279,111,26,10,261
Mouse,Electronics,6523,193,12,15,183
Notebook,Stationery,4496,242,4,12,49
Bag,Fashion,31746,45,25,14,351
Notebook,Stationery,26973,46,24,13,308
Rice,Grocery,23466,68,14,1,9
Soap,Personal Care,46565,26,6,13,81
Monitor,Electronics,45191,232,22,6,132
Pen,Stationery,29265,76,4,6,22
Soap,Personal Care,17942,224,16,14,220
Table,Furniture,38030,134,15,15,221
Printer,Electronics,35389,242,13,8,101
Printer,Electronics,4516,122,12,7,79
Phone,Electronics,37133,167,3,4,7
Notebook,Stationery,40434,296,23,10,233
Bottle,Accessories,4372,165,25,6,150
Mouse,Electronics,17413,115,14,6,82
Oil,Grocery,26892,197,29,12,344
Bottle,Accessories,2397,105,22,3,65
Sugar,Grocery,38065,238,9,1,9
Bottle,Accessories,2428,135,5,6,33
Soap,Personal Care,30441,132,14,3,37
